0, READ, 1829523410770733755
1, READ, 7239392455378749137
2, READ, 398105814177587973
3, READ, 6068196961972484578
4, READ, 7923848622352564030
5, READ, 8048884354061745795
6, READ, 397545853665447525
7, READ, 2292490181812546451
8, READ, 8758232997450478554
9, READ, 6399761937749426484
10, READ, 1347470266357551770
11, READ, 7355274138267237423
12, READ, 3921624618947057460
13, READ, 3579785673325141179
14, READ, 296842637859043178
15, READ, 5797482573722787097
16, READ, 4993018502353356685
17, READ, 4177720500626811450
18, READ, 4153387984724034032
19, READ, 6149253843895379188
20, READ, 4404797684384520341
21, READ, 2041640442664200590
22, READ, 623503116398875520
23, READ, 9119936592173746455
24, READ, 2629861260633036934
25, READ, 4177720500626811450
26, READ, 6651171637409912793
27, READ, 8999928687778130936
28, READ, 5098066254884730148
29, READ, 5817347222824138717
30, READ, 4876795174170569834
31, READ, 4515651539959442381
32, READ, 7572077352179971939
33, READ, 4294162144027440184
34, READ, 4067084960269731293
35, READ, 3343896086041037374
36, READ, 9100071943072394835
37, READ, 1583919814153796023
38, READ, 8039170344728911868
39, READ, 3599991967720791364
40, READ, 3820703087922811230
41, READ, 185428821771980690
42, READ, 6636771446057811185
43, READ, 6862728708791239180
44, READ, 4177720500626811450
45, READ, 1694555354510876180
46, READ, 7934122592197538405
47, READ, 3825949230454219359
48, READ, 2760703095385767276
49, READ, 5470603779965112872
50, READ, 7702359226420561833
51, READ, 744630941818771935
52, READ, 3121846729596894729
53, READ, 774209600252957482
54, READ, 5344448127231650211
55, READ, 2759801489579328263
56, READ, 6290028003198785340
57, READ, 3589499682657975106
58, READ, 6757120995747725269
59, READ, 4887069144015544209
60, READ, 8405901766765746015
61, READ, 2649725909734388554
62, READ, 6400321898261566932
63, READ, 5364094461115159948
64, READ, 4525023903997977743
65, READ, 3604678149740059045
66, READ, 8164984352168075964
67, READ, 1829523410770733755
68, READ, 3478864142300894949
69, READ, 2639233624671572296
70, READ, 2644821412497278990
71, READ, 6742720804395623661
72, READ, 9110004267623070645
73, READ, 3916938436927789779
74, READ, 4736362660161462247
75, READ, 1487684465148817474
76, READ, 1573987489603120213
77, READ, 4424102372973731513
78, READ, 8633197265741296789
79, READ, 7229460130828073327
80, READ, 8044416487260319997
81, READ, 3333403800978221116
82, READ, 658887877876609644
83, READ, 4153387984724034032
84, READ, 5817347222824138717
85, READ, 6516203581150055218
86, READ, 1960583560741305980
87, READ, 5817347222824138717
88, READ, 8874114680338966840
89, READ, 2056258949234144081
90, READ, 181302600264853457
91, READ, 2282776172479712524
92, READ, 1573987489603120213
93, READ, 296064362129060847
94, READ, 4997144723860483918
95, READ, 4153387984724034032
96, READ, 533073870437445548
97, READ, 2991564855356304835
98, READ, 1573987489603120213
99, READ, 1101088394010631707
100, READ, 3348582268060305055
101, READ, 995139035672819231
102, READ, 1458105806714631927
103, READ, 60174774844957042
104, READ, 1579233632134528342
105, READ, 4153387984724034032
106, READ, 1573987489603120213
107, READ, 3825389269942078911
108, READ, 6405349725575133178
109, READ, 291938140621933614
110, READ, 4177720500626811450
111, READ, 2171580671610491919
112, READ, 6656417779941320922
113, READ, 764277275702281672
114, READ, 2413058046720302418
115, READ, 1945405093659222041
116, READ, 1573987489603120213
117, READ, 1573987489603120213
118, READ, 296064362129060847
119, READ, 2056818909746284529
120, READ, 8411707869809294592
121, READ, 5229126404855302373
122, READ, 5927764447963376991
123, READ, 2870996990448548868
124, READ, 8647597457093398397
125, READ, 3584813500638707425
126, READ, 1226902401449795803
127, READ, 6048550628088974841
128, READ, 2986878673337037154
129, READ, 2654753737047954800
130, READ, 4997922999590466249
131, READ, 1573987489603120213
132, READ, 6279754033353810965
133, READ, 1824837228751466074
134, READ, 291378180109793166
135, READ, 2649507594516546671
136, READ, 2408371864701034737
137, READ, 2639575269965870861
